profile_id,report_date,fans_lifetime,fans_change,insights_post_clicks,insights_reactions,insights_fan_adds,insights_fan_adds_unique,insights_fan_removes,insights_activity,insights_engaged_users,insights_fan_removes_unique,insights_positive_feedback,insights_negative_feedback,insights_fans_lifetime,insights_fans_online,insights_reach,insights_reach_7_days,insights_reach_28_days,insights_video_complete_views_30s_repeat_views,insights_impressions,insights_post_reach,insights_post_impressions,insights_video_complete_views_30s,insights_reach_engagement,insights_post_clicks_unique,insights_activity_unique,insights_video_repeat_views,insights_video_views_unique,insights_views,insights_video_complete_views_30s_unique,insights_video_views,engagement_rate,insights_engagements,insights_impressions_engagement_rate,insights_reach_per_content,interactions,interactions_per_1k_fans,likes,number_of_comments,page_posts,page_shares,sentiment_manual_auto,shares,user_posts,user_posts_average_response_time,user_posts_responded,user_posts_response_rate,user_questions,user_questions_average_response_time,user_questions_responded,user_questions_response_rate,date_from,date_to,profile_url,insights_enabled
1.46618E+11,10/17/2023,3894872,98,,1,0,0,1,,,1,,,168310,,91,1223,5629,2,188,114,169,15,,,,9,25,170,9,47,0.073612,,0.04471,,14628,7.970572,66966,0,30,,0,0,27,,,0,,,,0,5/13/2024,10/7/2024,https://facebook.com/3chvvztxqb6m,1
7.92831E+11,12/13/2024,5462690,-278,,1,0,0,1,,,1,,,200259,,123,1223,7615,2,188,119,125,15,,,,9,31,126,9,47,0.07878,,0.066389,,72214,7.626677,0,0,25,,0,938,27,,,0,,,,0,2/3/2025,6/2/2025,https://facebook.com/w2lo831q,0
2.77926E+11,8/28/2024,2503011,1753,,1,0,0,1,,,1,,,148017,,123,1223,5629,2,138,87,169,12,,,,11,25,126,13,35,0.055225,,0.044326,,67012,5.195074,32101,5066,13,,0,146,79,,,0,,,,1,4/23/2024,12/26/2024,https://facebook.com/g4up9gdl5,1
8.86001E+11,8/27/2024,6006966,309,,1,0,0,1,,,1,,,200259,,91,903,7615,2,138,87,125,14,,,,13,25,170,13,35,0.074385,,0.040459,,42128,13.546083,7131,1583,50,,0,841,17,,,1,,,,0,10/27/2023,6/5/2024,https://facebook.com/wf3532e7o2um3l,1
6.66819E+11,9/30/2024,5389153,822,,1,0,0,1,,,1,,,200259,,91,903,5629,2,138,87,142,15,,,,11,35,131,9,47,0.012732,,0.079066,,83419,3.803519,0,129,39,,0,1601,38,,,0,,,,0,6/9/2024,7/14/2024,https://facebook.com/h8fbbudxlu,1
1.20726E+11,12/2/2023,6931084,4,,1,0,0,1,,,1,,,187647,,123,1223,5629,2,188,105,125,11,,,,13,25,170,9,35,0.013301,,0.031796,,56233,13.546083,0,0,49,,0,0,59,,,0,,,,1,12/16/2023,3/3/2024,https://facebook.com/csqagvtynb3hchp,1
8.34204E+11,11/6/2024,6451733,-278,,1,0,0,1,,,1,,,200259,,91,903,7615,2,138,87,136,15,,,,13,35,170,13,35,0.004281,,0.031453,,33551,0.298342,19574,1797,53,,0,1023,13,,,1,,,,1,2/14/2025,7/14/2025,https://facebook.com/4uxcgu36m6,0
1.84593E+11,2/11/2024,6059319,214,,1,0,0,1,,,1,,,148017,,91,903,6955,2,188,119,169,15,,,,13,35,126,13,35,0.043544,,0.006848,,14928,4.860264,42270,448,52,,0,977,44,,,1,,,,0,10/30/2024,1/18/2025,https://facebook.com/zv9euxsyawvy,1
4.2926E+11,7/5/2024,3897371,1138,,1,0,0,1,,,1,,,159323,,91,1223,5629,2,138,87,125,15,,,,11,35,126,13,47,0.018481,,0.062871,,17418,9.870795,41228,0,37,,0,877,13,,,1,,,,1,3/10/2025,6/9/2025,https://facebook.com/i4i1izj4nojl,1
5.56663E+11,9/29/2024,4977653,15,,1,0,0,1,,,1,,,198084,,118,903,7615,2,138,119,125,11,,,,13,27,170,12,47,0.045936,,0.00635,,41060,1.924698,0,562,72,,0,0,39,,,1,,,,0,5/23/2024,8/6/2024,https://facebook.com/7dw4vm2vglc6gc7,1
5.05758E+11,8/21/2024,7553070,-227,,1,0,0,1,,,1,,,200259,,91,903,5629,2,167,87,169,15,,,,9,35,126,9,47,0.001607,,0.011756,,18133,3.314331,35187,2758,28,,0,461,80,,,1,,,,0,3/9/2025,3/16/2025,https://facebook.com/x8emhj6kie,0
6.89301E+11,3/23/2024,2155433,483,,1,0,0,1,,,1,,,148017,,123,903,5629,2,138,119,169,11,,,,9,25,170,9,47,0.042788,,0.005484,,0,8.866883,52848,0,25,,0,0,13,,,1,,,,1,11/19/2024,4/2/2025,https://facebook.com/mcl5k3cmvay9z3,0
6.5616E+11,5/1/2024,2229894,721,,1,0,0,1,,,1,,,148017,,123,1223,5629,2,188,119,125,11,,,,13,35,170,9,35,0.071224,,0.016198,,17861,0,40720,1709,34,,0,749,37,,,0,,,,0,9/12/2024,10/4/2024,https://facebook.com/rxq619062,0
9.92122E+11,6/13/2024,4777842,1513,,1,0,0,1,,,1,,,200259,,91,1223,5629,2,188,119,143,11,,,,10,25,166,9,47,0.058347,,0.035672,,60781,11.35828,16457,4629,49,,0,0,29,,,1,,,,1,4/18/2024,6/7/2024,https://facebook.com/58xlpbanl,0
9.99428E+11,10/23/2023,5513585,620,,1,0,0,1,,,1,,,200259,,123,903,5629,2,138,106,125,15,,,,13,35,126,9,35,0.029994,,0.004318,,0,12.992521,27828,1103,52,,0,267,18,,,0,,,,0,12/8/2024,4/11/2025,https://facebook.com/iyn9603yhg,0
5.21295E+11,10/26/2024,1614179,821,,1,0,0,1,,,1,,,200259,,123,903,7615,2,138,119,149,15,,,,13,25,170,10,47,0.006391,,0.033504,,72224,13.180163,30724,0,32,,0,860,13,,,1,,,,0,3/10/2025,8/12/2025,https://facebook.com/ztjck6p66fht,1
1.04247E+11,11/23/2023,3971795,874,,1,0,0,1,,,1,,,200259,,123,903,7615,2,138,119,169,11,,,,13,35,126,13,47,0.020365,,0.039003,,46959,7.951208,65258,5045,32,,0,103,61,,,1,,,,0,12/29/2023,8/28/2024,https://facebook.com/jroctyxy288led2,1
7.30565E+11,6/4/2024,3911273,-278,,1,0,0,1,,,1,,,163542,,91,1223,7615,2,138,119,169,15,,,,9,25,126,9,47,0.040765,,0.009753,,22319,4.6575,73702,2243,65,,0,290,43,,,1,,,,0,11/25/2024,3/6/2025,https://facebook.com/rkjtju1mu81,1
9.76897E+11,9/18/2024,0,-278,,1,0,0,1,,,1,,,200259,,91,1025,6451,2,138,119,169,15,,,,9,25,170,9,35,0.021332,,0.005356,,38230,4.943283,44388,2031,13,,0,7,13,,,0,,,,0,7/11/2024,7/31/2024,https://facebook.com/lhtnktuto,0
3.25143E+11,11/13/2023,3516120,-278,,1,0,0,1,,,1,,,148017,,123,931,7615,2,161,119,169,11,,,,13,25,126,13,47,0.062335,,0.025837,,58755,7.784297,27976,3736,80,,0,653,19,,,0,,,,0,4/20/2024,12/6/2024,https://facebook.com/idc7jbewls1ih,1
4.66597E+11,3/20/2025,3712056,-278,,1,0,0,1,,,1,,,199697,,123,1112,5629,2,138,119,125,11,,,,9,25,126,13,35,0.074878,,0.052392,,30481,7.094489,25632,2247,32,,0,434,27,,,1,,,,0,3/16/2024,5/9/2024,https://facebook.com/pr5b3m5oer2,1
4.30529E+11,4/21/2024,3702696,926,,1,0,0,1,,,1,,,200259,,91,1024,5629,2,138,87,144,15,,,,10,35,131,13,47,0.014921,,0.048964,,58375,4.865505,28509,2631,34,,0,103,13,,,0,,,,1,1/22/2024,6/13/2024,https://facebook.com/b9057zr9aln,0
60904963011,10/9/2023,7898436,576,,1,0,0,1,,,1,,,166249,,122,903,7615,2,160,119,168,13,,,,13,25,170,9,35,0.001441,,0.011002,,55394,13.453321,32193,0,46,,0,160,40,,,0,,,,1,1/1/2024,7/24/2024,https://facebook.com/fqiy3zwxmg,0
6.75542E+11,9/20/2024,381823,431,,1,0,0,1,,,1,,,200259,,91,1223,5629,2,138,90,169,11,,,,13,25,170,13,47,0.007642,,0.008261,,34802,5.451546,12169,402,49,,0,598,44,,,0,,,,1,2/1/2024,10/19/2024,https://facebook.com/hulrpxnxys,1
3.59804E+11,7/27/2024,1612555,-278,,1,0,0,1,,,1,,,200259,,91,903,6530,2,138,106,125,14,,,,13,25,170,13,35,0.064426,,0.015764,,0,12.812041,80413,7023,25,,0,0,43,,,1,,,,0,10/13/2024,1/25/2025,https://facebook.com/jlz0snbb1xp2u,1
7.89589E+11,9/10/2024,0,1798,,1,0,0,1,,,1,,,200259,,123,1200,5629,2,138,114,125,11,,,,10,35,126,13,35,0.005243,,0.070074,,26484,6.964808,4520,0,45,,0,486,80,,,1,,,,1,3/8/2024,6/2/2024,https://facebook.com/qg1p12oc976bo,0
8.33799E+11,11/8/2024,2693936,-243,,1,0,0,1,,,1,,,200259,,91,903,7615,2,188,119,125,15,,,,13,35,170,9,47,0.059958,,0.074601,,0,6.693614,62442,2627,19,,0,529,19,,,1,,,,1,10/5/2023,6/8/2024,https://facebook.com/xw2rwv5qb,1
8.23018E+11,6/13/2024,2962226,1796,,1,0,0,1,,,1,,,200259,,91,903,7615,2,138,119,169,11,,,,9,35,126,13,39,0.033011,,0.042207,,43047,8.792923,0,6728,26,,0,597,29,,,0,,,,0,1/11/2024,11/21/2024,https://facebook.com/i881mv7niw72n2,0
4.22499E+11,12/19/2024,2602505,-278,,1,0,0,1,,,1,,,200259,,91,903,5629,2,138,106,125,15,,,,13,25,126,13,35,0.034659,,0.07228,,16673,8.736156,18853,4142,13,,0,216,28,,,0,,,,1,1/8/2025,3/30/2025,https://facebook.com/azzsh3t60k8nbbl,0
3.2833E+11,4/17/2024,7692034,-187,,1,0,0,1,,,1,,,148017,,91,903,5629,2,138,119,169,15,,,,9,35,126,9,47,0.058731,,0.011381,,10712,5.895873,17092,3171,41,,0,846,56,,,0,,,,0,5/1/2024,1/20/2025,https://facebook.com/c41bg4ecd,0
7.51333E+11,7/20/2024,6914725,-278,,1,0,0,1,,,1,,,200259,,123,1223,5629,2,155,119,125,15,,,,13,25,126,9,47,0.026282,,0.052921,,49441,8.996843,32840,495,35,,0,1045,54,,,1,,,,1,3/17/2025,5/13/2025,https://facebook.com/zsduqjfbwyfki9,1
8.03376E+11,12/25/2023,4451972,626,,1,0,0,1,,,1,,,200259,,123,1223,5629,2,178,119,169,15,,,,9,25,126,13,47,0.065029,,0.052252,,0,9.534062,16385,932,13,,0,870,15,,,0,,,,1,3/11/2024,6/9/2024,https://facebook.com/da7bh0fhziwa8s,1
4.96345E+11,8/30/2024,3040978,-278,,1,0,0,1,,,1,,,200259,,123,1223,7615,2,138,119,125,11,,,,9,25,126,9,35,0.008455,,0.036497,,32880,13.546083,64952,1702,25,,0,627,68,,,1,,,,0,3/21/2024,9/1/2024,https://facebook.com/ot49dr91b6hf,1
8.94101E+11,2/19/2024,7435654,-278,,1,0,0,1,,,1,,,200259,,91,1223,7615,2,188,87,125,11,,,,12,25,170,13,35,0.057774,,0.059286,,19107,6.839743,19770,3285,38,,0,0,20,,,0,,,,0,6/16/2024,7/18/2024,https://facebook.com/i1jkuamtx,1
1.5247E+11,10/10/2024,4144853,-278,,1,0,0,1,,,1,,,148017,,123,1223,5629,2,188,119,169,11,,,,9,27,170,9,44,0.072391,,0.038524,,23965,3.113928,0,5577,56,,0,1441,56,,,1,,,,0,12/11/2023,6/12/2024,https://facebook.com/hwjq8d669,0
8.80278E+11,12/5/2024,1632542,914,,1,0,0,1,,,1,,,200259,,123,903,5629,2,138,87,125,12,,,,13,25,138,9,47,0.013976,,0.068661,,38128,3.56516,0,2747,13,,0,543,55,,,0,,,,0,12/23/2023,10/22/2024,https://facebook.com/paou23gra,1
1.05134E+11,1/5/2025,0,868,,1,0,0,1,,,1,,,200259,,108,1223,5629,2,188,87,142,13,,,,13,35,126,9,47,0.044834,,0.011732,,85036,13.546083,13371,1060,32,,0,684,47,,,1,,,,0,11/29/2024,12/26/2024,https://facebook.com/1c6k4xx1ic1ww1,0
1.6199E+11,2/12/2025,2818534,1630,,1,0,0,1,,,1,,,200259,,91,1223,7512,2,188,87,169,15,,,,13,25,170,9,47,0.051637,,0.002368,,41608,0,46593,2222,16,,0,118,32,,,1,,,,0,2/13/2024,3/4/2025,https://facebook.com/effnsypbpt5jc,0
5.38502E+11,12/5/2023,6581305,-99,,1,0,0,1,,,1,,,200259,,91,1107,6325,2,188,119,169,15,,,,13,35,131,13,39,0.011488,,0.030871,,70859,1.325283,51620,3735,53,,0,391,32,,,1,,,,0,12/4/2024,2/5/2025,https://facebook.com/0r3jn8y4vjji,1
76843295385,12/14/2023,7898436,527,,1,0,0,1,,,1,,,148017,,123,1223,7615,2,138,119,125,15,,,,9,25,126,9,47,0.043917,,0.01116,,71993,6.641445,0,3285,25,,0,1166,48,,,0,,,,1,3/2/2024,5/13/2024,https://facebook.com/mcm3ucnkboor,1
62279030386,2/11/2025,4400857,-278,,1,0,0,1,,,1,,,175239,,123,918,7615,2,188,119,125,15,,,,9,25,126,9,47,0.020931,,0.015151,,52921,3.838407,4293,1850,49,,0,945,49,,,1,,,,1,11/24/2024,3/3/2025,https://facebook.com/tivg7vrjxedw4,1
10513556724,4/23/2024,1799024,144,,1,0,0,1,,,1,,,200259,,123,1119,7615,2,138,87,169,13,,,,12,25,170,10,35,0.060533,,0.004773,,0,10.108157,0,0,31,,0,337,53,,,0,,,,0,1/24/2024,11/6/2024,https://facebook.com/mvvl9f15ouqcfkw,0
4.41953E+11,10/15/2023,478831,16,,1,0,0,1,,,1,,,200259,,91,1017,5629,2,138,102,169,15,,,,11,35,126,13,47,0.045874,,0.035018,,22160,9.72581,18573,5098,13,,0,1359,53,,,1,,,,1,10/14/2024,10/18/2024,https://facebook.com/tyvyjgzukfqtf8,1
7.76878E+11,3/3/2024,5943598,697,,1,0,0,1,,,1,,,200259,,123,1223,5629,2,188,87,169,13,,,,13,35,170,13,35,0.033435,,0.059242,,0,4.190301,53187,1818,37,,0,0,45,,,1,,,,0,2/1/2024,6/8/2024,https://facebook.com/zg1vy3svev65g,0
44489966777,12/24/2024,0,1080,,1,0,0,1,,,1,,,200259,,91,1223,7615,2,188,87,169,15,,,,9,25,166,13,47,0.05966,,0.044977,,89602,13.102616,31251,3060,14,,0,0,67,,,1,,,,0,11/28/2024,1/3/2025,https://facebook.com/ohurpn1cqnyz746,0
6.55735E+11,4/9/2024,5938533,1062,,1,0,0,1,,,1,,,200259,,123,903,5629,2,138,87,125,15,,,,13,25,170,9,35,0.058814,,0.029178,,0,1.703912,41759,801,61,,0,0,26,,,1,,,,0,3/4/2024,3/12/2025,https://facebook.com/xa4on8stl9nm1o,1
8.24896E+11,11/11/2023,6779732,-208,,1,0,0,1,,,1,,,200259,,91,1223,5629,2,138,119,169,15,,,,9,35,170,9,47,0.017628,,0.001925,,0,3.304488,47218,739,76,,0,952,39,,,0,,,,1,1/7/2025,3/9/2025,https://facebook.com/qy48kmpr29laod5,1
1.76321E+11,10/24/2024,5579655,1067,,1,0,0,1,,,1,,,148017,,123,903,7615,2,188,87,125,11,,,,13,35,126,9,47,0.003024,,0.041216,,0,13.403028,10213,3678,52,,0,123,27,,,1,,,,0,7/5/2024,12/3/2024,https://facebook.com/mpt0cn8oxj8w39,0
1.55395E+11,1/13/2024,3515907,345,,1,0,0,1,,,1,,,200259,,123,1223,5629,2,138,119,125,15,,,,9,29,170,10,47,0.020615,,0.026889,,0,0.820323,0,0,25,,0,432,80,,,1,,,,1,10/19/2023,9/15/2024,https://facebook.com/gekrlaeua8jnkm,0
8.62193E+11,4/8/2024,5984454,151,,1,0,0,1,,,1,,,200259,,91,903,7615,2,141,87,134,15,,,,13,25,170,11,47,0.070724,,0.019871,,33207,8.044524,10196,0,39,,0,1118,54,,,1,,,,1,10/21/2024,2/22/2025,https://facebook.com/ksu36ivd1on4n,0
8.24893E+11,10/3/2023,4744829,-115,,1,0,0,1,,,1,,,169501,,123,1223,6500,2,138,119,125,15,,,,9,25,170,9,42,0.03235,,0.036672,,62599,13.384648,49285,6156,44,,0,693,59,,,0,,,,0,3/17/2025,5/10/2025,https://facebook.com/iyd64d0aew,0
5.43552E+11,8/20/2024,1758851,-12,,1,0,0,1,,,1,,,200259,,123,903,5629,2,138,87,125,15,,,,13,35,126,13,47,0.016915,,0.014435,,0,0,43222,4484,61,,0,0,48,,,0,,,,0,1/23/2024,6/20/2024,https://facebook.com/3wc5lfoejj6i,1
8.21008E+11,5/27/2024,7898436,1582,,1,0,0,1,,,1,,,148017,,91,903,7615,2,138,119,125,15,,,,13,25,170,9,47,0.03014,,0.026408,,65166,5.051474,28689,3480,35,,0,1413,37,,,1,,,,0,11/15/2024,1/25/2025,https://facebook.com/fe5o9ixa15sz,1
1.01829E+11,1/10/2025,3100548,588,,1,0,0,1,,,1,,,168955,,91,1223,5629,2,188,119,169,15,,,,9,25,126,9,47,0.031269,,0.074168,,27522,10.670915,52823,0,47,,0,349,80,,,0,,,,1,2/29/2024,8/25/2024,https://facebook.com/s415ild2oa9e,1
4.00537E+11,3/29/2024,6647718,496,,1,0,0,1,,,1,,,148017,,123,903,7615,2,188,119,125,11,,,,9,25,170,9,40,0.036872,,0.049257,,14670,5.3472,30535,3000,13,,0,475,63,,,0,,,,0,7/20/2024,12/4/2024,https://facebook.com/kwrrip5lt6o92vz,1
7.4042E+11,1/19/2024,0,194,,1,0,0,1,,,1,,,200259,,123,1152,5629,2,147,87,125,15,,,,13,33,126,13,35,0.036552,,0.07919,,34731,6.787218,17286,2279,43,,0,114,32,,,1,,,,0,1/8/2024,5/24/2024,https://facebook.com/1jl7lzkm2xnwek,0
2.64877E+11,12/29/2023,7898436,2022,,1,0,0,1,,,1,,,200259,,91,903,7615,2,157,87,169,11,,,,9,25,170,12,35,0.024549,,0.050603,,72666,7.350024,0,1376,21,,0,0,33,,,1,,,,0,5/2/2024,12/11/2024,https://facebook.com/4houjszji7zp,0
7.54806E+11,1/16/2024,7898436,1279,,1,0,0,1,,,1,,,156864,,91,903,7615,2,188,87,125,15,,,,13,29,170,13,47,0.024659,,0.008661,,31021,7.895269,61770,2240,39,,0,638,43,,,0,,,,1,10/22/2024,12/11/2024,https://facebook.com/t4zswfbzr6,1
5.09137E+11,5/31/2024,4300880,-124,,1,0,0,1,,,1,,,200259,,123,903,5629,2,163,106,125,15,,,,9,33,170,13,35,0.064181,,0.0536,,0,3.004468,23828,0,17,,0,0,27,,,0,,,,0,3/15/2025,7/16/2025,https://facebook.com/96vexk4j56r8op7,1
7.52763E+11,11/16/2023,5965043,186,,1,0,0,1,,,1,,,200259,,106,903,5629,2,188,119,125,11,,,,13,25,141,9,35,0.053379,,0.069404,,42390,9.878086,13969,0,47,,0,464,31,,,0,,,,1,2/24/2024,3/9/2024,https://facebook.com/ggsxubfc2on48,1
4.70033E+11,5/4/2024,5964238,227,,1,0,0,1,,,1,,,168406,,123,903,5629,2,138,119,169,14,,,,9,25,133,11,47,0.054672,,0.073104,,41902,7.642848,23645,3187,52,,0,1391,13,,,1,,,,1,11/19/2023,11/18/2024,https://facebook.com/5l1wfloa,0
3.74225E+11,1/3/2025,2184664,477,,1,0,0,1,,,1,,,196733,,123,1025,5629,2,188,87,169,11,,,,9,35,126,9,47,0.016051,,0.044807,,23665,1.51698,68081,2855,34,,0,928,13,,,1,,,,0,10/13/2024,11/14/2024,https://facebook.com/tvezls6rv60,1
2.26997E+11,11/17/2024,5928394,-110,,1,0,0,1,,,1,,,200259,,91,903,7615,2,144,112,125,11,,,,13,25,170,9,47,0.079357,,0.01049,,60597,4.491972,54038,3076,21,,0,623,79,,,1,,,,0,11/17/2024,12/3/2024,https://facebook.com/fp0ogb5iy4y,1
2.16296E+11,9/8/2024,1662870,679,,1,0,0,1,,,1,,,148017,,123,1197,5629,2,138,95,125,15,,,,9,35,132,9,47,0.007867,,0.051802,,0,0.34929,16505,4345,50,,0,0,28,,,0,,,,1,4/13/2024,4/22/2024,https://facebook.com/hdp4bpmu,1
7.53976E+11,1/24/2025,2291720,1381,,1,0,0,1,,,1,,,193310,,99,928,7615,2,188,87,169,15,,,,9,35,126,13,47,0.05492,,0.012295,,40346,7.462884,39529,3713,70,,0,477,32,,,0,,,,1,12/12/2023,2/10/2025,https://facebook.com/waogmy4i,0
1.27721E+11,11/24/2024,7752649,-278,,1,0,0,1,,,1,,,200259,,91,903,7615,2,188,101,169,11,,,,13,35,170,9,47,0.05973,,0.005427,,53368,8.673155,60543,6097,78,,0,68,40,,,0,,,,0,2/8/2024,3/8/2024,https://facebook.com/69tsq7poq4h,0
95122526609,9/16/2024,7273522,-278,,1,0,0,1,,,1,,,148017,,123,903,7615,2,138,119,169,15,,,,13,35,170,9,47,0.022107,,0.017726,,0,7.455491,36134,5349,47,,0,1312,53,,,1,,,,1,7/27/2024,12/17/2024,https://facebook.com/pratowna,1
1.84528E+11,1/8/2025,1984589,41,,1,0,0,1,,,1,,,200259,,91,1223,5723,2,188,87,125,11,,,,9,25,154,10,35,0.00709,,0.008666,,0,8.931886,29844,2603,44,,0,247,54,,,1,,,,1,12/8/2023,4/16/2024,https://facebook.com/uvi2pgpq,1
1.83593E+11,12/7/2023,1899008,73,,1,0,0,1,,,1,,,200259,,91,903,7615,2,138,87,125,11,,,,9,25,126,13,35,0.059255,,0.036187,,59883,7.1115,0,2847,13,,0,73,60,,,1,,,,1,6/7/2024,11/10/2024,https://facebook.com/6n6kjghy,0
8.24877E+11,12/15/2024,2175814,1759,,1,0,0,1,,,1,,,148017,,123,1223,7615,2,138,119,169,11,,,,13,25,126,9,39,0.04568,,0.075569,,65257,9.860053,61061,3010,65,,0,389,50,,,0,,,,1,3/13/2024,6/27/2024,https://facebook.com/cvz4si6x8,1
4.04522E+11,3/8/2024,6512075,1069,,1,0,0,1,,,1,,,200259,,92,1223,7287,2,138,119,125,12,,,,9,35,126,13,47,0.077285,,0.053171,,70905,5.968688,0,0,13,,0,76,33,,,1,,,,0,11/27/2023,11/28/2024,https://facebook.com/newd3djq7jmme,0
9.90485E+11,10/30/2024,1060824,1029,,1,0,0,1,,,1,,,200259,,91,903,5629,2,138,119,125,11,,,,13,35,170,9,35,0.058487,,0.055864,,8344,9.596361,0,4714,63,,0,641,64,,,0,,,,0,10/27/2023,11/26/2023,https://facebook.com/ql0l90e7hxb14ii,0
1.45839E+11,2/4/2025,5329319,193,,1,0,0,1,,,1,,,200259,,91,1050,5629,2,188,119,169,15,,,,9,35,126,13,35,0.074445,,0.064485,,35591,0.905787,0,3894,39,,0,1522,35,,,0,,,,1,1/5/2024,5/7/2024,https://facebook.com/e9u8dm12w,1
6.57004E+11,6/24/2024,6556775,177,,1,0,0,1,,,1,,,200259,,123,1223,7615,2,157,87,139,11,,,,9,35,170,13,35,0.051109,,0.019899,,39620,0.41881,2767,0,13,,0,514,60,,,1,,,,0,11/1/2024,1/14/2025,https://facebook.com/gb5ywtubip,1
4.54242E+11,11/17/2023,3929374,-278,,1,0,0,1,,,1,,,200259,,123,903,5629,2,171,119,125,11,,,,13,32,159,13,47,0.040343,,0.046221,,0,6.906615,39978,6256,45,,0,0,13,,,1,,,,0,4/12/2024,7/12/2024,https://facebook.com/vnohb3717w5,1
3.98989E+11,4/17/2024,7384918,917,,1,0,0,1,,,1,,,148017,,109,903,7615,2,138,87,169,11,,,,12,35,170,9,38,0.075634,,0.057322,,34256,9.52054,58699,1410,35,,0,422,65,,,0,,,,0,3/18/2024,8/24/2024,https://facebook.com/zl604atvsqw,1
8.76333E+11,5/7/2024,3249583,716,,1,0,0,1,,,1,,,148017,,123,1223,5629,2,188,87,125,15,,,,9,25,170,9,35,0.065689,,0.025021,,33691,5.317824,35974,2155,29,,0,0,20,,,0,,,,1,3/23/2024,4/30/2024,https://facebook.com/k9e67sr5d,1
9.7584E+11,2/16/2025,3534175,1266,,1,0,0,1,,,1,,,200259,,123,903,7615,2,138,87,125,15,,,,13,35,126,13,35,0.003769,,0.031618,,52178,9.317881,74650,2108,33,,0,1670,13,,,1,,,,0,10/4/2023,3/8/2024,https://facebook.com/8l3rx99o3kczzp,0
8.7413E+11,2/20/2025,1132365,230,,1,0,0,1,,,1,,,197912,,123,1223,5629,2,138,87,125,15,,,,9,35,126,9,47,0.047061,,0.056406,,12044,7.882768,15308,2038,38,,0,1511,13,,,0,,,,1,2/4/2024,7/19/2024,https://facebook.com/b1ejkmf3,0
2.00378E+11,8/2/2024,7407299,277,,1,0,0,1,,,1,,,200259,,91,903,7615,2,138,87,125,11,,,,9,35,126,12,47,0.012804,,0.064869,,67573,0,20055,7519,38,,0,1203,43,,,0,,,,0,12/15/2024,3/7/2025,https://facebook.com/ez7ge9auad3,1
2.2859E+11,2/24/2025,1795358,493,,1,0,0,1,,,1,,,148017,,91,903,7615,2,188,87,169,11,,,,9,25,170,9,42,0.075891,,0.029569,,31912,13.546083,0,1819,13,,0,928,80,,,0,,,,1,6/18/2024,6/29/2024,https://facebook.com/rwss4ts28,1
6.59513E+11,5/23/2024,5307482,993,,1,0,0,1,,,1,,,200259,,123,1223,7615,2,138,102,169,11,,,,9,25,170,9,35,0.054394,,0.050429,,81570,1.024698,10517,1664,47,,0,418,34,,,0,,,,1,10/16/2024,3/14/2025,https://facebook.com/adfb2r6l,0
2.96193E+11,5/9/2024,3982638,-278,,1,0,0,1,,,1,,,148017,,123,903,7483,2,138,119,169,15,,,,13,25,170,13,47,0.036657,,0.05348,,52218,2.397335,0,2507,31,,0,431,36,,,1,,,,1,8/16/2024,12/7/2024,https://facebook.com/qk24gh0pt20ow,0
7.37378E+11,12/24/2024,894708,885,,1,0,0,1,,,1,,,185238,,123,903,7615,2,138,87,125,11,,,,9,35,126,9,47,0.07683,,0.074381,,37927,11.554086,0,380,71,,0,388,54,,,1,,,,1,10/15/2023,3/11/2024,https://facebook.com/evp5ki1wgxjo9p,0
5.70756E+11,9/24/2024,2290631,361,,1,0,0,1,,,1,,,148017,,91,1223,5629,2,138,119,125,11,,,,13,35,170,10,47,0.027572,,0.06321,,0,6.614252,43978,3174,56,,0,1670,27,,,1,,,,0,10/19/2024,3/11/2025,https://facebook.com/7xhxdzs95f9w651,1
5.554E+11,7/8/2024,7898436,-278,,1,0,0,1,,,1,,,148017,,123,1223,7615,2,138,101,169,15,,,,9,25,126,13,47,0.036088,,0.016368,,0,3.170889,0,447,58,,0,403,35,,,0,,,,1,6/25/2024,1/31/2025,https://facebook.com/dgw9xyrr4v999,0
8.30261E+11,6/3/2024,4841479,-278,,1,0,0,1,,,1,,,148017,,123,903,7615,2,188,87,169,15,,,,9,35,170,13,47,0.032526,,0.050426,,78252,4.474695,0,3686,77,,0,197,31,,,0,,,,1,3/22/2024,3/4/2025,https://facebook.com/a4bxb8l80c,1
7.13427E+11,10/15/2024,1031987,281,,1,0,0,1,,,1,,,148017,,123,903,7615,2,138,87,125,11,,,,9,35,126,10,35,0.011417,,0.076661,,56214,2.678401,0,0,54,,0,452,79,,,1,,,,0,11/12/2023,1/19/2024,https://facebook.com/brz0tjs9ti2n,1
36311987347,11/10/2024,5167652,1378,,1,0,0,1,,,1,,,148017,,91,1223,7615,2,138,119,169,15,,,,9,34,126,13,35,0.012841,,0.030883,,20775,3.028835,48036,1020,36,,0,798,40,,,0,,,,0,9/14/2024,3/8/2025,https://facebook.com/4a21fecmx8zv6cb,0
58964545774,6/21/2024,3747306,1535,,1,0,0,1,,,1,,,200259,,123,903,7615,2,188,87,125,11,,,,9,25,170,10,35,0.04769,,0.061458,,16761,9.978916,71970,0,13,,0,0,54,,,1,,,,0,8/2/2024,10/20/2024,https://facebook.com/5lmqn8xz,1
6.05543E+11,10/18/2023,7898436,622,,1,0,0,1,,,1,,,200259,,91,1223,7615,2,138,119,125,11,,,,13,35,168,12,47,0.006493,,0.043597,,36226,4.35001,24420,1156,43,,0,729,24,,,1,,,,0,8/23/2024,11/2/2024,https://facebook.com/xoralxjtr89tkw,1
